"make","model","period","geography","rank","vehicle_type_reported","sales","unit","source_id.x","notes.x","canonical_model","vehicle_type","powertrain_profile","confidence","source_id.y","notes.y"
"Honda","HR-V","2020","Australia",32,"Small SUV",8181,"vehicles","carsguide_2020_top100","Top-100 model list.","Honda HR-V","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100",NA
"Subaru","XV","2020","Australia",33,"Small SUV",7946,"vehicles","carsguide_2020_top100","Top-100 model list.","Subaru XV","SUV","mixed_ICE_HEV","medium","carsguide_2020_top100","Includes petrol and hybrid variants depending year."
"Holden","Colorado","2020","Australia",34,"Ute",7559,"vehicles","carsguide_2020_top100","Top-100 model list.","Holden Colorado","light_commercial","ICE_diesel","medium","carsguide_2020_top100","Diesel ute."
"Honda","Civic","2020","Australia",35,"Small car",7194,"vehicles","carsguide_2020_top100","Top-100 model list.","Honda Civic","passenger","ICE_petrol","medium","carsguide_2020_top100",NA
"MG","MG3","2020","Australia",36,"Light car",7158,"vehicles","carsguide_2020_top100","Top-100 model list.","MG MG3","passenger","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid+ arrived with new generation."
"Nissan","Qashqai","2020","Australia",37,"Small SUV",7057,"vehicles","carsguide_2020_top100","Top-100 model list.","Nissan Qashqai","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Includes e-Power."
"Isuzu","MU-X","2020","Australia",38,"Large SUV",7049,"vehicles","carsguide_2020_top100","Top-100 model list.","Isuzu MU-X","SUV","ICE_diesel","high","chasingcars_2024_top100","Diesel SUV."
"Mazda","CX-9","2020","Australia",39,"Large SUV",6747,"vehicles","carsguide_2020_top100","Top-100 model list.","Mazda CX-9","SUV","ICE_petrol","medium","carsguide_2020_top100",NA
"Volkswagen","Amarok","2020","Australia",40,"Ute",6349,"vehicles","carsguide_2020_top100","Top-100 model list.","Volkswagen Amarok","light_commercial","ICE_diesel_or_petrol","medium","chasingcars_2024_top100",NA
"Mercedes-Benz","A-Class","2020","Australia",41,"Small car",6054,"vehicles","carsguide_2020_top100","Top-100 model list.","Mercedes-Benz A-Class","passenger","ICE_petrol_or_diesel","medium","carsguide_2020_top100",NA
"Mitsubishi","Pajero Sport","2020","Australia",42,"Large SUV",6017,"vehicles","carsguide_2020_top100","Top-100 model list.","Mitsubishi Pajero Sport","SUV","ICE_diesel","high","chasingcars_2024_top100",NA
"Ford","Everest","2020","Australia",43,"Large SUV",5996,"vehicles","carsguide_2020_top100","Top-100 model list.","Ford Everest","SUV","ICE_diesel","medium","chasingcars_2024_top100","Ranger-derived diesel SUV in 2024."
"Volkswagen","Tiguan","2020","Australia",44,"Midsize SUV",5611,"vehicles","carsguide_2020_top100","Top-100 model list.","Volkswagen Tiguan","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"LDV","T60","2020","Australia",45,"Ute",5581,"vehicles","carsguide_2020_top100","Top-100 model list.","LDV T60","light_commercial","ICE_diesel","medium","chasingcars_2024_top100","Electric eT60 exists but VFACTS model treatment needs verification."
"MG","ZS","2020","Australia",46,"Small SUV",5494,"vehicles","carsguide_2020_top100","Top-100 model list.","MG ZS","SUV","mixed_ICE_BEV_HEV","low","chasingcars_2024_top100","Model-generation change and EV treatment need verification."
"Toyota","Yaris","2020","Australia",47,"Light car",5027,"vehicles","carsguide_2020_top100","Top-100 model list.","Toyota Yaris","passenger","HEV","low","chasingcars_2024_top100","Check 2024 transition; likely hybrid-only after update."
"Kia","Rio","2020","Australia",48,"Light car",4952,"vehicles","carsguide_2020_top100","Top-100 model list.","Kia Rio","passenger","ICE_petrol","medium","carsguide_2020_top100",NA
"Subaru","Outback","2020","Australia",49,"Large SUV",4928,"vehicles","carsguide_2020_top100","Top-100 model list.","Subaru Outback","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"Hyundai","Santa Fe","2020","Australia",50,"Large SUV",4615,"vehicles","carsguide_2020_top100","Top-100 model list.","Hyundai Santa Fe","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100",NA
"Kia","Sorento","2020","Australia",51,"Large SUV",4547,"vehicles","carsguide_2020_top100","Top-100 model list.","Kia Sorento","SUV","mixed_ICE_HEV_PHEV","medium","chasingcars_2024_top100",NA
"Mitsubishi","Eclipse Cross","2020","Australia",52,"Small SUV",4517,"vehicles","carsguide_2020_top100","Top-100 model list.","Mitsubishi Eclipse Cross","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100",NA
"Mercedes-Benz","GLC","2020","Australia",53,"Midsize SUV",4470,"vehicles","carsguide_2020_top100","Listed as Mercedes-Benz GLC wagon in source.","Mercedes-Benz GLC","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100",NA
"Suzuki","Vitara","2020","Australia",54,"Small SUV",4386,"vehicles","carsguide_2020_top100","Top-100 model list.","Suzuki Vitara","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"BMW","X3","2020","Australia",55,"Midsize SUV",4360,"vehicles","carsguide_2020_top100","Top-100 model list.","BMW X3","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100",NA
"Suzuki","Swift","2020","Australia",56,"Light car",4332,"vehicles","carsguide_2020_top100","Top-100 model list.","Suzuki Swift","passenger","mixed_ICE_HEV","low","chasingcars_2024_top100","Mild-hybrid/HEV classification depends coding."
"Audi","Q3","2020","Australia",57,"Small SUV",4090,"vehicles","carsguide_2020_top100","Top-100 model list.","Audi Q3","SUV","ICE_petrol_or_diesel","medium","chasingcars_2024_top100",NA
"Hyundai","iLoad","2020","Australia",58,"Van",3939,"vehicles","carsguide_2020_top100","Top-100 model list.","Hyundai iLoad","light_commercial","ICE_diesel_or_petrol","medium","carsguide_2020_top100","Van; treat as light commercial for fleet-type analysis."
"Kia","Picanto","2020","Australia",59,"Micro car",3891,"vehicles","carsguide_2020_top100","Top-100 model list.","Kia Picanto","passenger","ICE_petrol","high","chasingcars_2024_top100",NA
"Mazda","2","2020","Australia",60,"Light car",3790,"vehicles","carsguide_2020_top100","Listed as Mazda2 in source.","Mazda 2","passenger","ICE_petrol","high","chasingcars_2024_top100",NA
"Mazda","CX-8","2020","Australia",61,"Large SUV",3738,"vehicles","carsguide_2020_top100","Top-100 model list.","Mazda CX-8","SUV","ICE_petrol_or_diesel","medium","chasingcars_2024_top100",NA
"Hyundai","Venue","2020","Australia",62,"Small SUV",3678,"vehicles","carsguide_2020_top100","Top-100 model list.","Hyundai Venue","SUV","ICE_petrol","high","chasingcars_2024_top100",NA
"Kia","Carnival","2020","Australia",63,"People-mover",3650,"vehicles","carsguide_2020_top100","Top-100 model list.","Kia Carnival","people_mover","ICE_petrol_or_diesel","medium","chasingcars_2024_top100","Hybrid arrived around 2024; sub-split needed if material."
"Volkswagen","Polo","2020","Australia",64,"Light car",3602,"vehicles","carsguide_2020_top100","Top-100 model list.","Volkswagen Polo","passenger","ICE_petrol","high","chasingcars_2024_top100",NA
"Volkswagen","Tiguan Allspace","2020","Australia",65,"Large SUV",3537,"vehicles","carsguide_2020_top100","Top-100 model list.","Volkswagen Tiguan Allspace","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"Lexus","NX","2020","Australia",66,"Midsize SUV",3518,"vehicles","carsguide_2020_top100","Top-100 model list.","Lexus NX","SUV","mixed_ICE_HEV_PHEV","medium","chasingcars_2024_top100",NA
"BMW","3 Series","2020","Australia",67,"Midsize car",3406,"vehicles","carsguide_2020_top100","Top-100 model list.","BMW 3 Series","passenger","mixed_ICE_PHEV","medium","chasingcars_2024_top100",NA
"Subaru","Impreza","2020","Australia",68,"Small car",3390,"vehicles","carsguide_2020_top100","Top-100 model list.","Subaru Impreza","passenger","ICE_petrol","medium","carsguide_2020_top100",NA
"Mercedes-Benz","C-Class","2020","Australia",69,"Midsize car",3378,"vehicles","carsguide_2020_top100","Top-100 model list.","Mercedes-Benz C-Class","passenger","mixed_ICE_PHEV","medium","carsguide_2020_top100","Includes ICE/PHEV depending variant availability; likely mostly ICE."
"Suzuki","Baleno","2020","Australia",70,"Light car",3326,"vehicles","carsguide_2020_top100","Top-100 model list.","Suzuki Baleno","passenger","ICE_petrol","medium","carsguide_2020_top100",NA
"Ram","1500","2020","Australia",71,"Ute",3299,"vehicles","carsguide_2020_top100","Top-100 model list.","Ram 1500","light_commercial","ICE_petrol","medium","chasingcars_2024_top100",NA
"Volvo","XC40","2020","Australia",72,"Small SUV",3229,"vehicles","carsguide_2020_top100","Top-100 model list.","Volvo XC40","SUV","mixed_ICE_BEV","low","chasingcars_2024_top100","EX40/XC40 Recharge treatment needs verification."
"Mercedes-Benz","GLA","2020","Australia",73,"Small SUV",3173,"vehicles","carsguide_2020_top100","Top-100 model list.","Mercedes-Benz GLA","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"BMW","X1","2020","Australia",74,"Small SUV",3060,"vehicles","carsguide_2020_top100","Top-100 model list.","BMW X1","SUV","mixed_ICE_BEV","low","chasingcars_2024_top100","iX1 treatment may be separate or combined; verify."
"Audi","Q5","2020","Australia",75,"Midsize SUV",2992,"vehicles","carsguide_2020_top100","Top-100 model list.","Audi Q5","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100",NA
"BMW","X5","2020","Australia",76,"Large SUV",2956,"vehicles","carsguide_2020_top100","Top-100 model list.","BMW X5","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100",NA
"Ford","Mustang","2020","Australia",77,"Sports car",2923,"vehicles","carsguide_2020_top100","Top-100 model list.","Ford Mustang","passenger","ICE_petrol","medium","carsguide_2020_top100",NA
"Toyota","Fortuner","2020","Australia",78,"Large SUV",2883,"vehicles","carsguide_2020_top100","Top-100 model list.","Toyota Fortuner","SUV","ICE_diesel","high","chasingcars_2024_top100",NA
"Jeep","Grand Cherokee","2020","Australia",79,"Large SUV",2870,"vehicles","carsguide_2020_top100","Top-100 model list.","Jeep Grand Cherokee","SUV","ICE_petrol_or_diesel","medium","carsguide_2020_top100",NA
"Volvo","XC60","2020","Australia",80,"Midsize SUV",2858,"vehicles","carsguide_2020_top100","Top-100 model list.","Volvo XC60","SUV","mixed_ICE_PHEV","medium","carsguide_2020_top100","Includes ICE/PHEV depending variant availability."
"Mercedes-Benz","GLE","2020","Australia",81,"Large SUV",2854,"vehicles","carsguide_2020_top100","Listed as Mercedes-Benz GLE wagon in source.","Mercedes-Benz GLE","SUV","mixed_ICE_PHEV","medium","carsguide_2020_top100","Includes ICE/PHEV depending variant availability."
"Nissan","Patrol","2020","Australia",82,"Upper Large SUV",2820,"vehicles","carsguide_2020_top100","Top-100 model list.","Nissan Patrol","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"Audi","A3","2020","Australia",83,"Small car",2778,"vehicles","carsguide_2020_top100","Top-100 model list.","Audi A3","passenger","ICE_petrol","medium","chasingcars_2024_top100",NA
"Honda","Jazz","2020","Australia",84,"Light car",2692,"vehicles","carsguide_2020_top100","Top-100 model list.","Honda Jazz","passenger","ICE_petrol","medium","carsguide_2020_top100",NA
"Volkswagen","T-Cross","2020","Australia",85,"Small SUV",2646,"vehicles","carsguide_2020_top100","Top-100 model list.","Volkswagen T-Cross","SUV","ICE_petrol","medium","carsguide_2020_top100",NA
"MG","HS","2020","Australia",86,"Midsize SUV",2600,"vehicles","carsguide_2020_top100","Top-100 model list.","MG HS","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100",NA
"Renault","Koleos","2020","Australia",87,"Midsize SUV",2408,"vehicles","carsguide_2020_top100","Top-100 model list.","Renault Koleos","SUV","ICE_petrol_or_diesel","medium","carsguide_2020_top100",NA
"Mitsubishi","Pajero","2020","Australia",88,"Large SUV",2399,"vehicles","carsguide_2020_top100","Top-100 model list.","Mitsubishi Pajero","SUV","ICE_diesel","medium","carsguide_2020_top100",NA
"Mercedes-Benz","X-Class","2020","Australia",89,"Ute",2386,"vehicles","carsguide_2020_top100","Top-100 model list.","Mercedes-Benz X-Class","light_commercial","ICE_diesel","medium","carsguide_2020_top100","Ute."
"Ford","Transit Custom","2020","Australia",90,"Van",2379,"vehicles","carsguide_2020_top100","Top-100 model list.","Ford Transit Custom","light_commercial","ICE_diesel","medium","carsguide_2020_top100","Van; treat as light commercial for fleet-type analysis."
"Suzuki","Jimny","2020","Australia",91,"Small SUV",2368,"vehicles","carsguide_2020_top100","Top-100 model list.","Suzuki Jimny","SUV","ICE_petrol","high","chasingcars_2024_top100",NA
"Holden","Trax","2020","Australia",92,"Small SUV",2314,"vehicles","carsguide_2020_top100","Top-100 model list.","Holden Trax","SUV","ICE_petrol","medium","carsguide_2020_top100",NA
"BMW","1 Series","2020","Australia",93,"Small car",2309,"vehicles","carsguide_2020_top100","Top-100 model list.","BMW 1 Series","passenger","ICE_petrol_or_diesel","medium","carsguide_2020_top100",NA
"Porsche","Macan","2020","Australia",94,"Midsize SUV",2158,"vehicles","carsguide_2020_top100","Top-100 model list.","Porsche Macan","SUV","mixed_ICE_BEV","low","chasingcars_2024_top100","EV timing/model treatment needs verification."
"Skoda","Octavia","2020","Australia",95,"Midsize car",2111,"vehicles","carsguide_2020_top100","Top-100 model list.","Skoda Octavia","passenger","ICE_petrol_or_diesel","medium","carsguide_2020_top100",NA
"Mercedes-Benz","CLA","2020","Australia",96,"Small car",2082,"vehicles","carsguide_2020_top100","Top-100 model list.","Mercedes-Benz CLA","passenger","ICE_petrol","medium","carsguide_2020_top100",NA
"Toyota","HiAce Commuter","2020","Australia",97,"Bus",2027,"vehicles","carsguide_2020_top100","Top-100 model list.","Toyota HiAce Commuter","bus","ICE_diesel_or_petrol","medium","carsguide_2020_top100","Bus/people carrier variant; keep separate from light-commercial HiAce van."
"Haval","H2","2020","Australia",98,"Small SUV",1988,"vehicles","carsguide_2020_top100","Top-100 model list.","Haval H2","SUV","ICE_petrol","medium","carsguide_2020_top100",NA
"Ford","Escape","2020","Australia",99,"Midsize SUV",1971,"vehicles","carsguide_2020_top100","Top-100 model list.","Ford Escape","SUV","ICE_petrol","medium","carsguide_2020_top100",NA
"Lexus","RX","2020","Australia",100,"Large SUV",1879,"vehicles","carsguide_2020_top100","Top-100 model list.","Lexus RX","SUV","mixed_ICE_HEV","medium","carsguide_2020_top100","Includes petrol and hybrid variants."
"Toyota","Hilux","2021","Australia",1,"Ute",52801,"vehicles","carexpert_2021_full","Top-20 model list.","Toyota Hilux","light_commercial","ICE_diesel","medium","chasingcars_2024_top100","Dominantly diesel ute in Australian market."
"Ford","Ranger","2021","Australia",2,"Ute",50279,"vehicles","carexpert_2021_full","Top-20 model list.","Ford Ranger","light_commercial","mixed_ICE_PHEV","medium","chasingcars_2024_top100","Mostly diesel in 2024; PHEV arrived in 2025, so 2024 can usually be treated as ICE unless modelling forward."
"Toyota","RAV4","2021","Australia",3,"Midsize SUV",35751,"vehicles","carexpert_2021_full","CarExpert notes about three-quarters were hybrids.","Toyota RAV4","SUV","mixed_ICE_HEV","high","chasingcars_2024_top100","2024 top-100 article reports 55902 hybrid sales out of 58718 total."
"Toyota","Corolla","2021","Australia",4,"Small car",28768,"vehicles","carexpert_2021_full","Top-20 model list.","Toyota Corolla","passenger","HEV","medium","chasingcars_2024_top100","Article says Corolla went exclusively hybrid in 2024."
"Hyundai","i30","2021","Australia",5,"Small car",25575,"vehicles","carexpert_2021_full","Top-20 model list.","Hyundai i30","passenger","ICE_petrol","medium","chasingcars_2024_top100",NA
"Isuzu","D-Max","2021","Australia",6,"Ute",25117,"vehicles","carexpert_2021_full","Top-20 model list.","Isuzu D-Max","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"Mazda","CX-5","2021","Australia",7,"Midsize SUV",24968,"vehicles","carexpert_2021_full","Top-20 model list.","Mazda CX-5","SUV","ICE_petrol_or_diesel","medium","chasingcars_2024_top100","No plug-in variant in 2024 Australian mainstream sales."
"Toyota","Prado","2021","Australia",8,"Large SUV",21299,"vehicles","carexpert_2021_full","Top-20 model list.","Toyota Prado","SUV","ICE_diesel","medium","chasingcars_2024_top100",NA
"Mitsubishi","Triton","2021","Australia",9,"Ute",19232,"vehicles","carexpert_2021_full","Top-20 model list.","Mitsubishi Triton","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"MG","ZS","2021","Australia",10,"Small SUV",18423,"vehicles","carexpert_2021_full","Top-20 model list.","MG ZS","SUV","mixed_ICE_BEV_HEV","low","chasingcars_2024_top100","Model-generation change and EV treatment need verification."
"Kia","Cerato","2021","Australia",11,"Small car",18114,"vehicles","carexpert_2021_full","Top-20 model list.","Kia Cerato","passenger","ICE_petrol","medium","chasingcars_2024_top100",NA
"Mazda","BT-50","2021","Australia",12,"Ute",15662,"vehicles","carexpert_2021_full","Top-20 model list.","Mazda BT-50","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"Nissan","Navara","2021","Australia",13,"Ute",15113,"vehicles","carexpert_2021_full","Top-20 model list.","Nissan Navara","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"Mitsubishi","ASX","2021","Australia",14,"Small SUV",14764,"vehicles","carexpert_2021_full","Top-20 model list.","Mitsubishi ASX","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"Mitsubishi","Outlander","2021","Australia",15,"Midsize SUV",14572,"vehicles","carexpert_2021_full","Top-20 model list.","Mitsubishi Outlander","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100","PHEV variant significant but total includes ICE."
"Toyota","LandCruiser","2021","Australia",16,"Upper Large SUV",14356,"vehicles","carexpert_2021_full","Listed as Toyota L'Cruiser Wagon in source.","Toyota LandCruiser","SUV","ICE_diesel","medium","chasingcars_2024_top100","Includes 300 Series style listing; exact series split unclear."
"Hyundai","Tucson","2021","Australia",17,"Midsize SUV",14194,"vehicles","carexpert_2021_full","Top-20 model list.","Hyundai Tucson","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid variant added in 2024."
"Mazda","3","2021","Australia",18,"Small car",14126,"vehicles","carexpert_2021_full","Top-20 model list.","Mazda 3","passenger","ICE_petrol","medium","chasingcars_2024_top100","Mild-hybrid variants possible but not plug-in."
"Nissan","X-Trail","2021","Australia",19,"Midsize SUV",13860,"vehicles","carexpert_2021_full","Top-20 model list.","Nissan X-Trail","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Includes e-Power hybrid variants."
"MG","MG3","2021","Australia",20,"Light car",13774,"vehicles","carexpert_2021_full","Top-20 model list.","MG MG3","passenger","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid+ arrived with new generation."
"Toyota","Hilux","2022","Australia",1,"Ute",64391,"vehicles","carexpert_2022_full","Top-20 model list.","Toyota Hilux","light_commercial","ICE_diesel","medium","chasingcars_2024_top100","Dominantly diesel ute in Australian market."
"Ford","Ranger","2022","Australia",2,"Ute",47479,"vehicles","carexpert_2022_full","Top-20 model list.","Ford Ranger","light_commercial","mixed_ICE_PHEV","medium","chasingcars_2024_top100","Mostly diesel in 2024; PHEV arrived in 2025, so 2024 can usually be treated as ICE unless modelling forward."
"Toyota","RAV4","2022","Australia",3,"Midsize SUV",34845,"vehicles","carexpert_2022_full","Top-20 model list.","Toyota RAV4","SUV","mixed_ICE_HEV","high","chasingcars_2024_top100","2024 top-100 article reports 55902 hybrid sales out of 58718 total."
"Mitsubishi","Triton","2022","Australia",4,"Ute",27436,"vehicles","carexpert_2022_full","Top-20 model list.","Mitsubishi Triton","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"Mazda","CX-5","2022","Australia",5,"Midsize SUV",27062,"vehicles","carexpert_2022_full","Top-20 model list.","Mazda CX-5","SUV","ICE_petrol_or_diesel","medium","chasingcars_2024_top100","No plug-in variant in 2024 Australian mainstream sales."
"Toyota","Corolla","2022","Australia",6,"Small car",25284,"vehicles","carexpert_2022_full","Top-20 model list.","Toyota Corolla","passenger","HEV","medium","chasingcars_2024_top100","Article says Corolla went exclusively hybrid in 2024."
"Isuzu","D-Max","2022","Australia",7,"Ute",24336,"vehicles","carexpert_2022_full","Top-20 model list.","Isuzu D-Max","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"MG","ZS","2022","Australia",8,"Small SUV",22466,"vehicles","carexpert_2022_full","Top-20 model list.","MG ZS","SUV","mixed_ICE_BEV_HEV","low","chasingcars_2024_top100","Model-generation change and EV treatment need verification."
"Hyundai","i30","2022","Australia",9,"Small car",21166,"vehicles","carexpert_2022_full","Top-20 model list.","Hyundai i30","passenger","ICE_petrol","medium","chasingcars_2024_top100",NA
"Toyota","Prado","2022","Australia",10,"Large SUV",21102,"vehicles","carexpert_2022_full","Top-20 model list.","Toyota Prado","SUV","ICE_diesel","medium","chasingcars_2024_top100",NA
"Mitsubishi","Outlander","2022","Australia",11,"Midsize SUV",19546,"vehicles","carexpert_2022_full","Top-20 model list.","Mitsubishi Outlander","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100","PHEV variant significant but total includes ICE."
"Kia","Sportage","2022","Australia",12,"Midsize SUV",18792,"vehicles","carexpert_2022_full","Top-20 model list.","Kia Sportage","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid variant added in 2024."
"Hyundai","Tucson","2022","Australia",13,"Midsize SUV",17870,"vehicles","carexpert_2022_full","Top-20 model list.","Hyundai Tucson","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid variant added in 2024."
"MG","MG3","2022","Australia",14,"Light car",16168,"vehicles","carexpert_2022_full","Top-20 model list.","MG MG3","passenger","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid+ arrived with new generation."
"Mazda","CX-30","2022","Australia",15,"Small SUV",13891,"vehicles","carexpert_2022_full","Top-20 model list.","Mazda CX-30","SUV","ICE_petrol","medium","chasingcars_2024_top100","Mild-hybrid variants possible but not plug-in."
"Toyota","LandCruiser","2022","Australia",16,"Upper Large SUV",13152,"vehicles","carexpert_2022_full","Listed as Toyota LandCruiser wagon in source.","Toyota LandCruiser","SUV","ICE_diesel","medium","chasingcars_2024_top100","Includes 300 Series style listing; exact series split unclear."
"Mazda","BT-50","2022","Australia",17,"Ute",12937,"vehicles","carexpert_2022_full","Top-20 model list.","Mazda BT-50","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"Toyota","Kluger","2022","Australia",18,"Large SUV",12562,"vehicles","carexpert_2022_full","Top-20 model list.","Toyota Kluger","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100",NA
"Kia","Cerato","2022","Australia",19,"Small car",12354,"vehicles","carexpert_2022_full","Top-20 model list.","Kia Cerato","passenger","ICE_petrol","medium","chasingcars_2024_top100",NA
"Mazda","CX-3","2022","Australia",20,"Light SUV",11907,"vehicles","carexpert_2022_full","Top-20 model list.","Mazda CX-3","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"Ford","Ranger","2024","Australia",1,"Ute",62593,"vehicles","chasingcars_2024_top100","Includes 4x4 and 4x2 variants; Chasing Cars reports nearly 58000 4x4 and 4633 4x2.","Ford Ranger","light_commercial","mixed_ICE_PHEV","medium","chasingcars_2024_top100","Mostly diesel in 2024; PHEV arrived in 2025, so 2024 can usually be treated as ICE unless modelling forward."
"Toyota","RAV4","2024","Australia",2,"Midsize SUV",58718,"vehicles","chasingcars_2024_top100","Chasing Cars reports 55902 petrol-electric hybrid sales.","Toyota RAV4","SUV","mixed_ICE_HEV","high","chasingcars_2024_top100","2024 top-100 article reports 55902 hybrid sales out of 58718 total."
"Toyota","Hilux","2024","Australia",3,"Ute",53499,"vehicles","chasingcars_2024_top100",NA,"Toyota Hilux","light_commercial","ICE_diesel","medium","chasingcars_2024_top100","Dominantly diesel ute in Australian market."
"Isuzu","D-Max","2024","Australia",4,"Ute",30194,"vehicles","chasingcars_2024_top100",NA,"Isuzu D-Max","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"Mitsubishi","Outlander","2024","Australia",5,"Midsize SUV",27613,"vehicles","chasingcars_2024_top100","Includes ICE and PHEV variants.","Mitsubishi Outlander","SUV","mixed_ICE_PHEV","medium","chasingcars_2024_top100","PHEV variant significant but total includes ICE."
"Ford","Everest","2024","Australia",6,"Large SUV",26494,"vehicles","chasingcars_2024_top100","Ranger-derived SUV.","Ford Everest","SUV","ICE_diesel","medium","chasingcars_2024_top100","Ranger-derived diesel SUV in 2024."
"Toyota","Corolla","2024","Australia",7,"Small car",24027,"vehicles","chasingcars_2024_top100","Chasing Cars notes Corolla went exclusively hybrid in 2024.","Toyota Corolla","passenger","HEV","medium","chasingcars_2024_top100","Article says Corolla went exclusively hybrid in 2024."
"Mazda","CX-5","2024","Australia",8,"Midsize SUV",22835,"vehicles","chasingcars_2024_top100",NA,"Mazda CX-5","SUV","ICE_petrol_or_diesel","medium","chasingcars_2024_top100","No plug-in variant in 2024 Australian mainstream sales."
"MG","ZS","2024","Australia",9,"Small SUV",22629,"vehicles","chasingcars_2024_top100","Includes outgoing/new-generation mix; legacy ZS EV may be included depending VFACTS model treatment.","MG ZS","SUV","mixed_ICE_BEV_HEV","low","chasingcars_2024_top100","Model-generation change and EV treatment need verification."
"Kia","Sportage","2024","Australia",10,"Midsize SUV",22210,"vehicles","chasingcars_2024_top100","Hybrid variant added in 2024.","Kia Sportage","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid variant added in 2024."
"Tesla","Model Y","2024","Australia",11,"Midsize SUV",21253,"vehicles","chasingcars_2024_top100","BEV.","Tesla Model Y","SUV","BEV","high","chasingcars_2024_top100","BEV only."
"Hyundai","Tucson","2024","Australia",12,"Midsize SUV",19061,"vehicles","chasingcars_2024_top100","Hybrid variant added in 2024.","Hyundai Tucson","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid variant added in 2024."
"Mazda","CX-3","2024","Australia",13,"Small SUV",18461,"vehicles","chasingcars_2024_top100",NA,"Mazda CX-3","SUV","ICE_petrol","medium","chasingcars_2024_top100",NA
"Mitsubishi","Triton","2024","Australia",14,"Ute",18077,"vehicles","chasingcars_2024_top100",NA,"Mitsubishi Triton","light_commercial","ICE_diesel","high","chasingcars_2024_top100","Diesel ute."
"Isuzu","MU-X","2024","Australia",15,"Large SUV",17978,"vehicles","chasingcars_2024_top100","D-Max-based SUV.","Isuzu MU-X","SUV","ICE_diesel","high","chasingcars_2024_top100","Diesel SUV."
"Nissan","X-Trail","2024","Australia",16,"Midsize SUV",17494,"vehicles","chasingcars_2024_top100","Includes e-Power hybrid variants.","Nissan X-Trail","SUV","mixed_ICE_HEV","medium","chasingcars_2024_top100","Includes e-Power hybrid variants."
"Hyundai","Kona","2024","Australia",17,"Small SUV",17374,"vehicles","chasingcars_2024_top100","Includes ICE, HEV, and BEV variants.","Hyundai Kona","SUV","mixed_ICE_HEV_BEV","medium","chasingcars_2024_top100","Includes ICE, hybrid, and electric variants."
"Tesla","Model 3","2024","Australia",18,"Midsize car",17094,"vehicles","chasingcars_2024_top100","BEV.","Tesla Model 3","passenger","BEV","high","chasingcars_2024_top100","BEV only."
"Kia","Cerato","2024","Australia",19,"Small car",15502,"vehicles","chasingcars_2024_top100",NA,"Kia Cerato","passenger","ICE_petrol","medium","chasingcars_2024_top100",NA
"Toyota","Camry","2024","Australia",20,"Midsize car",15401,"vehicles","chasingcars_2024_top100","Hybrid-heavy; model became hybrid-only in later Australian supply.","Toyota Camry","passenger","mixed_ICE_HEV","medium","chasingcars_2024_top100","Hybrid-heavy; sub-split needed."
"Toyota","LandCruiser","2024","Australia",21,"Large SUV",15257,"vehicles","chasingcars_2024_top100",NA,"Toyota LandCruiser","SUV","ICE_diesel","medium","chasingcars_2024_top100","Includes 300 Series style listing; exact series split unclear."
